experiment,grid,full_run,graph,n,edges,reps,angle_seed,graph_seed,ordering,total_span,max_cutwidth,cut_profile,chi_max,chi_label,svd_cutoff,max_bond_final,max_bond_intermediate,mean_bond,max_entropy,mean_entropy,exact_max_entropy,exact_max_bond,exact_entropy_profile,swap_count,routing_distance,discarded_weight,max_discarded_single,norm_factor,infidelity,phase_aligned_error,storage_complex,storage_bytes,runtime_s,svd_time_s,n_svd,status,resource_cap_binding,mps_revision,mps_sha256,mps_version
graph_ordering,full,True,cycle,16,16,3,7,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,16,1e-14,16,16,11.466666666666667,2.2982263445519466,1.6825652107794724,2.29839962034117,64,"[0.792885, 1.045588, 1.74383, 1.691089, 1.797501, 2.292175, 2.2984, 2.046481, 2.087434, 1.726356, 1.857329, 1.78978, 1.5943, 1.622325, 0.858034]",84,42,0.00010395977822181014,7.146005662618697e-05,0.9999480200995936,8.654197759816462e-05,0.009302894713923888,4776,76416,0.06067374300073425,0.01701514600063092,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32,32,1e-14,32,32,18.933333333333334,2.2983993180748694,1.6829003237802924,2.29839962034117,64,"[0.792885, 1.045588, 1.74383, 1.691089, 1.797501, 2.292175, 2.2984, 2.046481, 2.087434, 1.726356, 1.857329, 1.78978, 1.5943, 1.622325, 0.858034]",84,42,3.5726390531463395e-08,2.0265729554670553e-08,0.999999982136805,3.186803820831585e-08,0.0001785162109567878,15016,240256,0.07907428900034574,0.030773704003877356,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,64,1e-14,64,64,29.6,2.29839962034117,1.6829005107364665,2.29839962034117,64,"[0.792885, 1.045588, 1.74383, 1.691089, 1.797501, 2.292175, 2.2984, 2.046481, 2.087434, 1.726356, 1.857329, 1.78978, 1.5943, 1.622325, 0.858034]",84,42,2.5804142552219307e-30,6.561543980202882e-31,0.9999999999999999,0.0,1.724922871931887e-14,43688,699008,0.09741206000035163,0.04323374200248509,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-1,untruncated,1e-14,64,64,29.6,2.29839962034117,1.6829005107364665,2.29839962034117,64,"[0.792885, 1.045588, 1.74383, 1.691089, 1.797501, 2.292175, 2.2984, 2.046481, 2.087434, 1.726356, 1.857329, 1.78978, 1.5943, 1.622325, 0.858034]",84,42,2.5804142552219307e-30,6.561543980202882e-31,0.9999999999999999,0.0,1.724922871931887e-14,43688,699008,0.09968610499890929,0.04557075899174379,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",4,4,1e-14,4,4,3.7333333333333334,1.7308967422494472,1.1237746967160982,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,2.1039019751715773,0.10771645898819812,0.3396027689180623,0.8815099372288313,1.1452302339615164,424,6784,0.12753384899951925,0.02352155902372033,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",8,8,1e-14,8,8,6.666666666666667,2.5373133034730966,1.6984425108874563,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,1.2930336439145251,0.08005579759948706,0.5194467965090513,0.7158104298874294,0.966339138090704,1448,23168,0.15219085200078553,0.03936024498761981,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",16,16,1e-14,16,16,11.466666666666667,3.3854139718260026,2.3106367398640604,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,0.5808706972258878,0.03520196527616912,0.7463636541044644,0.3790777746750631,0.6511740420798663,4776,76416,0.21658191200003785,0.0888603270323074,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",32,32,1e-14,32,32,18.933333333333334,4.050375018665701,2.7055432639435884,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,0.13504835640096,0.013143110427707043,0.9345206090860546,0.0977889129898869,0.3167082936704556,15016,240256,0.4126080979986,0.2304856499977177,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",64,64,1e-14,64,64,29.6,4.368716631117423,2.8418950179354643,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,0.01696680017559991,0.0033250300905311144,0.9915452461698477,0.011351654329672889,0.1066960800507104,43688,699008,0.9110910420004075,0.5915632490050484,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand37,72,6,"[2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2]",-1,untruncated,1e-14,256,256,50.93333333333333,4.452649566440781,2.8778705354998233,4.45264956644078,256,"[0.879303, 1.259405, 2.033343, 2.931849, 3.476622, 4.085305, 4.070579, 4.032234, 4.45265, 3.990945, 3.693199, 3.304653, 2.392275, 1.702257, 0.863438]",336,168,9.964741181189471e-29,1.7714964390993825e-29,1.0,4.440892098500626e-16,4.512474002224412e-14,174760,2796160,2.3581423020004877,1.5866737190262938,384,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",4,4,1e-14,4,4,3.7333333333333334,1.5874057190382203,1.1350296909987783,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,2.2287911666402906,0.15342823185579157,0.3182737780476472,0.9042880455269788,1.1752672147019128,424,6784,0.13081104299999424,0.023549543015178642,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",8,8,1e-14,8,8,6.666666666666667,2.3397746171870573,1.5894527756061287,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,1.4163520179225884,0.07898069657191649,0.487770884202056,0.7487206336743553,0.9987214489314042,1448,23168,0.16015270499883627,0.04082274197935476,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",16,16,1e-14,16,16,11.466666666666667,3.1901237531608455,2.0132833988867085,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,0.7693104919509078,0.04081794154404066,0.6784642186666662,0.47437027027929124,0.7416154503932458,4776,76416,0.2315321620008035,0.09728336799162207,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",32,32,1e-14,32,32,18.933333333333334,3.9839451280067033,2.373920261146395,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,0.29497793582835646,0.021646714231657628,0.8622705038385006,0.18925024263674128,0.4462814458952123,15016,240256,0.47110955500102136,0.2708552639687696,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",64,64,1e-14,64,64,29.6,4.515620684573683,2.628474297842133,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,0.05948600707319638,0.006612462200538897,0.970651650081506,0.041974058844353235,0.20597089104322086,43688,699008,1.2820042160001321,0.8586362660225859,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand41,76,10,"[2, 2, 2, 4, 4, 6, 8, 8, 10, 8, 6, 6, 4, 4, 2]",-1,untruncated,1e-14,256,256,50.93333333333333,4.7389080220560045,2.746299885697505,4.738908022056005,256,"[0.971823, 1.259405, 1.360369, 2.175094, 2.855311, 3.383549, 3.974459, 4.5585, 4.738908, 3.957902, 3.218206, 3.343842, 2.567596, 1.907741, 0.921795]",360,180,5.223073910552842e-28,1.8153815257837563e-28,1.0000000000000002,4.440892098500626e-16,5.5681659085062165e-14,174760,2796160,3.4654538440008764,2.245917764998012,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",4,4,1e-14,4,4,3.7333333333333334,1.6095298852599207,0.9510231603270878,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,1.8880620619834811,0.16809981480727532,0.37844116462338295,0.851386838654163,1.1085993180169795,424,6784,0.12759982399984438,0.023317072995268973,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",8,8,1e-14,8,8,6.666666666666667,2.1376507071165767,1.4295933251744926,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,1.0799817967328778,0.06621917722200743,0.5788174011272763,0.638521306552962,0.8930498510433199,1448,23168,0.15296393899916438,0.03981707399543666,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",16,16,1e-14,16,16,11.466666666666667,2.921060872875335,1.9819854252945746,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,0.5206206727623781,0.046257212413539125,0.7690943244858516,0.3576456291418584,0.6301267634640706,4776,76416,0.22375103100057459,0.0895343000011053,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",32,32,1e-14,32,32,18.933333333333334,3.667325225661584,2.502380412055509,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,0.10771835032336939,0.021719405319715158,0.9473582745716284,0.07768287833953247,0.2815193484102884,15016,240256,0.3998043190003955,0.22836807500243594,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",64,64,1e-14,64,64,29.6,3.837618783451614,2.665118940153992,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,0.0027024273418060868,0.0014272329419148405,0.9986491434940593,0.0016967194064164692,0.04119999674545704,43688,699008,0.9012488049993408,0.5794532739982969,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,7,-1,rand43,76,8,"[2, 4, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 4, 2, 2]",-1,untruncated,1e-14,256,256,50.93333333333333,3.850494375316047,2.671060615323645,3.8504943753160488,256,"[0.773938, 1.566823, 2.471691, 3.01982, 3.839274, 3.850494, 3.470514, 2.878496, 3.778507, 3.094361, 3.40406, 3.200799, 2.369128, 1.508267, 0.839737]",360,180,2.8746032551817773e-28,1.0252724738020367e-28,1.0,4.440892098500626e-16,7.16701099726658e-14,174760,2796160,1.4506282139991526,0.9315534249963093,408,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4,4,1e-14,4,4,3.7333333333333334,1.734760381842921,1.2351949921035705,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,0.12212153495805639,0.030611910842050213,0.9402344613494874,0.11240297047298153,0.3402243948066015,424,6784,0.03697983299935004,0.006690606987831416,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",8,8,1e-14,8,8,6.666666666666667,1.9008335838369814,1.3917909536456685,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,0.028009905316759988,0.007822411439878961,0.9860594875630518,0.026819894845724557,0.1643233829939816,1448,23168,0.04311886299910839,0.010074238000015612,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,16,1e-14,16,16,11.466666666666667,1.9666146140659404,1.4739188557518004,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,2.9756029510601744e-05,9.977568003503743e-06,0.9999851220481554,2.9755682128596028e-05,0.005454897201656419,4776,76416,0.04953612400095153,0.015592885014484636,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32,32,1e-14,32,32,18.933333333333334,1.9666529290532146,1.4740342617741917,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,2.2919485462728777e-09,1.1780781115522234e-09,0.9999999988540257,2.2919495190620864e-09,4.787429943007808e-05,15016,240256,0.06610041999920213,0.027860391011927277,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,64,1e-14,64,64,29.6,1.9666529390030814,1.4740342913739783,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,1.2029465387761175e-30,3.3297471784954117e-31,1.0,1.7763568394002505e-15,2.594857276356225e-14,43688,699008,0.07215802899918344,0.032855122999535524,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,natural,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-1,untruncated,1e-14,64,64,29.6,1.9666529390030825,1.4740342913739781,1.9666529390030814,64,"[0.838078, 1.249747, 1.479397, 1.754801, 1.522226, 1.687368, 1.426659, 1.236541, 1.19959, 1.720469, 1.792759, 1.846051, 1.966653, 1.531862, 0.858315]",84,42,1.2029465387761175e-30,3.3297471784954117e-31,1.0,1.7763568394002505e-15,2.594857276356225e-14,43688,699008,0.0703468689989677,0.03259023699865793,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4,4,1e-14,4,4,3.7333333333333334,1.4095420221008175,0.9690038276453279,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,0.1853820135105726,0.023523205016742096,0.9110097529103584,0.1466506191006336,0.39046352797035205,424,6784,0.04346386399993207,0.00713976599763555,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",8,8,1e-14,8,8,6.666666666666667,1.662125706800304,1.1518165344973323,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,0.020435934245443915,0.004170212771032596,0.989823374961133,0.01704329299827212,0.13083018366428018,1448,23168,0.04946759000085876,0.010809743016579887,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,16,1e-14,16,16,11.466666666666667,1.7475707869148487,1.199843364202064,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,3.812866974854435e-05,1.0691715668506345e-05,0.9999809357900096,3.506445048118145e-05,0.005921550292307356,4776,76416,0.05761289700058114,0.01658974800739088,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32,32,1e-14,32,32,18.933333333333334,1.7479368962472466,1.200040256046695,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,8.642743843882e-08,2.8554030083618876e-08,0.9999999567862818,8.15548916177633e-08,0.000285578170502243,15016,240256,0.07962122299977636,0.03088236300209246,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,64,1e-14,64,64,29.6,1.747937915678332,1.2000409228333768,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,1.4208297767416922e-30,3.473269528937414e-31,1.0000000000000004,1.3322676295501878e-15,3.5391077754193886e-14,43688,699008,0.0983549229986238,0.04526437000822625,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,bfs,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-1,untruncated,1e-14,64,64,29.6,1.7479379156783326,1.200040922833377,1.747937915678332,64,"[0.838078, 1.249747, 1.038617, 1.129459, 1.293468, 1.553138, 1.747938, 1.515362, 1.335161, 1.500303, 1.429494, 1.167546, 1.085766, 0.872918, 0.243618]",84,42,1.4208297767416922e-30,3.473269528937414e-31,1.0000000000000004,1.3322676295501878e-15,3.5391077754193886e-14,43688,699008,0.1023444920010661,0.04686246399069205,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4,4,1e-14,4,4,3.7333333333333334,1.4095420221008148,0.9690038276453277,1.7479379156783341,64,"[0.243618, 0.872918, 1.085766, 1.167546, 1.429494, 1.500303, 1.335161, 1.515362, 1.747938, 1.553138, 1.293468, 1.129459, 1.038617, 1.249747, 0.838078]",84,42,0.18538201351057282,0.023523205016742106,0.9110097529103581,0.14665061910063404,0.39046352797034906,424,6784,0.04493210500004352,0.007226319996334496,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",8,8,1e-14,8,8,6.666666666666667,1.6621257068003108,1.151816534497331,1.7479379156783341,64,"[0.243618, 0.872918, 1.085766, 1.167546, 1.429494, 1.500303, 1.335161, 1.515362, 1.747938, 1.553138, 1.293468, 1.129459, 1.038617, 1.249747, 0.838078]",84,42,0.020435934245443824,0.004170212771032455,0.9898233749611332,0.017043292998273007,0.13083018366428018,1448,23168,0.051049518999207066,0.010966784988340805,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,16,1e-14,16,16,11.466666666666667,1.747570786914859,1.1998433642020707,1.7479379156783341,64,"[0.243618, 0.872918, 1.085766, 1.167546, 1.429494, 1.500303, 1.335161, 1.515362, 1.747938, 1.553138, 1.293468, 1.129459, 1.038617, 1.249747, 0.838078]",84,42,3.8128669748545196e-05,1.0691715668506641e-05,0.9999809357900097,3.5064450480293274e-05,0.005921550292307325,4776,76416,0.0577155880000646,0.016642892001982545,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32,32,1e-14,32,32,18.933333333333334,1.7479368962472475,1.2000402560466992,1.7479379156783341,64,"[0.243618, 0.872918, 1.085766, 1.167546, 1.429494, 1.500303, 1.335161, 1.515362, 1.747938, 1.553138, 1.293468, 1.129459, 1.038617, 1.249747, 0.838078]",84,42,8.642743843883114e-08,2.8554030083623372e-08,0.9999999567862813,8.155489272798633e-08,0.00028557817050224143,15016,240256,0.07738390600025014,0.030281766992629855,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
graph_ordering,full,True,cycle,16,16,3,11,-1,rcm,30,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",64,64,1e-14,64,64,29.6,1.7479379156783341,1.2000409228333795,1.7479379156783341,64,"[0.243618, 0.872918, 1.085766, 1.167546, 1.429494, 1.500303, 1.335161, 1.515362, 1.747938, 1.553138, 1.293468, 1.129459, 1.038617, 1.249747, 0.838078]",84,42,1.5072682512256875e-30,3.8198459123269186e-31,1.0000000000000002,1.3322676295501878e-15,2.107877962295321e-14,43688,699008,0.10255447199961054,0.04598445700321463,132,complete,False,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
