experiment,grid,full_run,graph_family,n,edges,reps,graph_seed,ordering,ordering_role,total_span,max_cutwidth,chi_max,chi_label,svd_cutoff,max_bond_final,max_bond_intermediate,max_entropy,mean_entropy,swap_count,routing_distance,discarded_weight,norm_factor,infidelity,trace_distance_bound,phase_aligned_error,E_unsorted_1,E_sorted_1,topK25_mass,topK25_mass_rel,topK25_exact_mass,topK25_shape,topK100_mass,topK100_mass_rel,topK100_exact_mass,topK100_shape,topK400_mass,topK400_mass_rel,topK400_exact_mass,topK400_shape,topK1000_mass,topK1000_mass_rel,topK1000_exact_mass,topK1000_shape,storage_complex,storage_bytes,statevector_complex,runtime_s,svd_time_s,qiskit_time_s,n_svd,status,quic_params_version,quic_fingerprint,quic_source_kind,mps_revision,mps_sha256,mps_version
quic_readout,full,True,path,12,11,1,-1,natural,natural = graph_informed,11,1,16,16,1e-14,2,2,0.2662894810612575,0.11756484761158313,0,0,0.0,1.0,4.440892098500626e-16,2.1073424255447017e-08,9.905128246297393e-16,1.0676891634743406e-15,1.0010708133710458e-15,2.220446049250313e-16,4.050346251750032e-16,0.5482114148366761,7.164407955784213e-16,1.1102230246251565e-16,1.4809720114432783e-16,0.7496583433357332,8.638922910364499e-16,1.1102230246251565e-16,1.2110192500672537e-16,0.9167674457391991,9.550736937424809e-16,3.3306690738754696e-16,3.4081900259215603e-16,0.9772545100312799,9.37191134160048e-16,88,1408,4096,0.0027663099999699625,0.00034133499866584316,0.009214945000167063,11,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,1,-1,natural,natural = graph_informed,11,1,32,32,1e-14,2,2,0.2662894810612575,0.11756484761158313,0,0,0.0,1.0,4.440892098500626e-16,2.1073424255447017e-08,9.905128246297393e-16,1.0676891634743406e-15,1.0010708133710458e-15,2.220446049250313e-16,4.050346251750032e-16,0.5482114148366761,7.164407955784213e-16,1.1102230246251565e-16,1.4809720114432783e-16,0.7496583433357332,8.638922910364499e-16,1.1102230246251565e-16,1.2110192500672537e-16,0.9167674457391991,9.550736937424809e-16,3.3306690738754696e-16,3.4081900259215603e-16,0.9772545100312799,9.37191134160048e-16,88,1408,4096,0.0028996770006415318,0.00046331199882843066,0.009214945000167063,11,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,1,-1,natural,natural = graph_informed,11,1,64,64,1e-14,2,2,0.2662894810612575,0.11756484761158313,0,0,0.0,1.0,4.440892098500626e-16,2.1073424255447017e-08,9.905128246297393e-16,1.0676891634743406e-15,1.0010708133710458e-15,2.220446049250313e-16,4.050346251750032e-16,0.5482114148366761,7.164407955784213e-16,1.1102230246251565e-16,1.4809720114432783e-16,0.7496583433357332,8.638922910364499e-16,1.1102230246251565e-16,1.2110192500672537e-16,0.9167674457391991,9.550736937424809e-16,3.3306690738754696e-16,3.4081900259215603e-16,0.9772545100312799,9.37191134160048e-16,88,1408,4096,0.003211663000001863,0.0004201239980829996,0.009214945000167063,11,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,1,-1,natural,natural = graph_informed,11,1,-1,untruncated,1e-14,2,2,0.2662894810612575,0.11756484761158313,0,0,0.0,1.0,4.440892098500626e-16,2.1073424255447017e-08,9.905128246297393e-16,1.0676891634743406e-15,1.0010708133710458e-15,2.220446049250313e-16,4.050346251750032e-16,0.5482114148366761,7.164407955784213e-16,1.1102230246251565e-16,1.4809720114432783e-16,0.7496583433357332,8.638922910364499e-16,1.1102230246251565e-16,1.2110192500672537e-16,0.9167674457391991,9.550736937424809e-16,3.3306690738754696e-16,3.4081900259215603e-16,0.9772545100312799,9.37191134160048e-16,88,1408,4096,0.002705959999730112,0.00033013199754350353,0.009214945000167063,11,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,4,4,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.01180722400022205,0.0011066330007452052,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,8,8,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.010649204000401369,0.0009173489988825168,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,16,16,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.007485186999474536,0.0010133460000361083,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,32,32,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.007075664000694815,0.0008803969994914951,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,64,64,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.006178347999593825,0.0008186049999494571,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,path,12,11,2,-1,natural,natural = graph_informed,11,1,-1,untruncated,1e-14,4,4,0.5791722595228557,0.3869977536427314,0,0,0.0,1.0,-1.7763568394002505e-15,0.0,1.5162963024421072e-15,1.5534832539176532e-15,1.3792709171614275e-15,5.551115123125783e-17,4.822895519498011e-16,0.1150992199744681,5.204170427930421e-16,2.220446049250313e-16,7.70381307697161e-16,0.2882268854481574,6.4791921827733745e-16,3.3306690738754696e-16,5.716559965405092e-16,0.5826352026448914,9.382685600689555e-16,2.220446049250313e-16,2.776069891007253e-16,0.7998523583441408,1.1412854168668662e-15,296,4736,4096,0.00674178299959749,0.0009100709976337384,0.023731946000225435,22,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,4,4,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.008655324999381264,0.0012684650000664988,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,8,8,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.007868695000070147,0.0012453600002118037,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,16,16,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.009761341999364959,0.002944497996395512,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,32,32,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.007538484000178869,0.0012529780042314087,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,64,64,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.008123704000354337,0.0014180649995978456,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,1,-1,natural,natural = graph_informed,22,2,-1,untruncated,1e-14,4,4,0.16902985813442292,0.16314372836291813,20,10,1.0011800476076633e-32,1.0,-4.440892098500626e-16,0.0,3.208606102644424e-15,3.0854529628534558e-15,2.8385847074503775e-15,5.551115123125783e-17,1.1174824041953808e-16,0.4967519043060677,1.6028844918025698e-15,1.1102230246251565e-16,1.6433385971524983e-16,0.6755899402283254,2.2104713892634464e-15,0.0,0.0,0.8699547061588853,2.561969733583247e-15,0.0,0.0,0.9565573023130577,2.7525589229790426e-15,296,4736,4096,0.008028952999666217,0.001174522996734595,0.007352683000135585,32,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,4,4,1e-14,4,4,0.6116593696838118,0.5687063537055654,40,20,0.011684114698281171,0.9941727530325773,0.009849017305192609,0.09924221533799318,0.09936492466708977,0.11120579669682064,0.040061298265030826,0.0009213181088559563,0.012854905986349098,0.07167054429136424,0.0471575365719548,0.00504350844954779,0.02823686824091337,0.1786142998053898,0.04929344467907637,0.013372729511282877,0.03257855064698369,0.4104765020454034,0.04314744848967148,0.013717358702323379,0.021105432615107503,0.6499444457018304,0.038347087911963826,296,4736,4096,0.018082184999911988,0.0031351820016425336,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,8,8,1e-14,8,8,0.6493048399979543,0.6008757467624354,40,20,0.00022544291986463283,0.999887281441964,0.00022542441059858476,0.015014140354964874,0.015014563465913656,0.013672633776205692,0.007697099970737139,0.00012019156441760159,0.0016770008600602154,0.07167054429136424,0.003082605729060141,2.4707785339112e-05,0.00013833038769030533,0.1786142998053898,0.004270087432956328,0.0002550302412760441,0.0006213029004223848,0.4104765020454034,0.005723781635115094,0.0005148114534182513,0.0007920853187111119,0.6499444457018304,0.0062173868631282166,936,14976,4096,0.020105246000639454,0.004184356995210692,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,16,16,1e-14,16,16,0.6517514805570533,0.6026760542845496,40,20,5.486005475234858e-32,1.0,4.440892098500626e-16,2.1073424255447017e-08,7.0691723601932536e-15,7.095158221316066e-15,6.6430150516265954e-15,5.551115123125783e-17,7.745322960794997e-16,0.07167054429136424,2.8102520310824275e-15,1.1102230246251565e-16,6.215756665814587e-16,0.1786142998053898,3.783431901105416e-15,1.1102230246251565e-16,2.704717612562273e-16,0.4104765020454034,4.737746653327157e-15,0.0,0.0,0.6499444457018304,5.439171248816654e-15,2728,43648,4096,0.02025515399964206,0.004116341002372792,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,32,32,1e-14,16,16,0.6517514805570533,0.6026760542845496,40,20,5.486005475234858e-32,1.0,4.440892098500626e-16,2.1073424255447017e-08,7.0691723601932536e-15,7.095158221316066e-15,6.6430150516265954e-15,5.551115123125783e-17,7.745322960794997e-16,0.07167054429136424,2.8102520310824275e-15,1.1102230246251565e-16,6.215756665814587e-16,0.1786142998053898,3.783431901105416e-15,1.1102230246251565e-16,2.704717612562273e-16,0.4104765020454034,4.737746653327157e-15,0.0,0.0,0.6499444457018304,5.439171248816654e-15,2728,43648,4096,0.03777235899997322,0.009176411997941614,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,64,64,1e-14,16,16,0.6517514805570533,0.6026760542845496,40,20,5.486005475234858e-32,1.0,4.440892098500626e-16,2.1073424255447017e-08,7.0691723601932536e-15,7.095158221316066e-15,6.6430150516265954e-15,5.551115123125783e-17,7.745322960794997e-16,0.07167054429136424,2.8102520310824275e-15,1.1102230246251565e-16,6.215756665814587e-16,0.1786142998053898,3.783431901105416e-15,1.1102230246251565e-16,2.704717612562273e-16,0.4104765020454034,4.737746653327157e-15,0.0,0.0,0.6499444457018304,5.439171248816654e-15,2728,43648,4096,0.040508212000531785,0.0043204300018260255,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,cycle,12,12,2,-1,natural,natural = graph_informed,22,2,-1,untruncated,1e-14,16,16,0.6517514805570533,0.6026760542845496,40,20,5.486005475234858e-32,1.0,4.440892098500626e-16,2.1073424255447017e-08,7.0691723601932536e-15,7.095158221316066e-15,6.6430150516265954e-15,5.551115123125783e-17,7.745322960794997e-16,0.07167054429136424,2.8102520310824275e-15,1.1102230246251565e-16,6.215756665814587e-16,0.1786142998053898,3.783431901105416e-15,1.1102230246251565e-16,2.704717612562273e-16,0.4104765020454034,4.737746653327157e-15,0.0,0.0,0.6499444457018304,5.439171248816654e-15,2728,43648,4096,0.04113695300020481,0.012134515999605355,0.013737363000473124,64,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,4,4,1e-14,4,4,0.4266141938238435,0.2965446779659272,100,50,0.020612149998166133,0.9897265189040938,0.02031974381536017,0.14254733885751839,0.1429126623364167,0.1664561600090242,0.04701261167752226,0.001292424128217215,0.021297550246955566,0.060684168518487895,0.010283789498502137,0.00463844832679397,0.021566547192831523,0.21507607524378025,0.012877603329140105,0.005113297668564276,0.009940820986194514,0.5143737801601553,0.054234881902916934,0.00946792680415065,0.01212292705838113,0.7809934645779332,0.04285198599712094,296,4736,4096,0.06221797699981835,0.010463111007993575,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,8,8,1e-14,8,8,0.5652000978661532,0.37543221288916634,100,50,0.0022812992289917267,0.9988598144391259,0.002285279567707632,0.04780459776744944,0.047818267297950266,0.041413321620159746,0.016265630802331198,0.001011848243982219,0.0166740068898522,0.060684168518487895,0.011990152066701586,0.0012456903059643587,0.005791859018035445,0.21507607524378025,0.010620354069827479,0.001604579529822736,0.003119481574902855,0.5143737801601553,0.011488284975571009,0.0024325378886144167,0.0031146712475103953,0.7809934645779332,0.014780077408267624,936,14976,4096,0.052469236999968416,0.008158572006323084,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,16,16,1e-14,16,16,0.5892143655826545,0.3884189569558929,100,50,6.37148284858012e-05,0.9999681425878182,6.489109812479743e-05,0.00805550110947776,0.008055566452694821,0.004433533563326581,0.002735247968724455,5.020090644576591e-06,8.272488141692479e-05,0.060684168518487895,0.0012002202862409564,8.316723775764201e-05,0.00038668753678611266,0.21507607524378025,0.0013647208411683345,7.89357433058635e-05,0.0001534598891904756,0.5143737801601553,0.001758212415346015,0.00020069566685798623,0.0002569748352074198,0.7809934645779332,0.0022298044868146343,2344,37504,4096,0.048804549999658775,0.011144633998810605,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,32,32,1e-14,32,32,0.5902659447827433,0.38896971758622384,100,50,9.578422870407763e-31,1.0000000000000004,0.0,0.0,4.2757833378583825e-14,6.212304904525938e-14,6.20048551265907e-14,8.049116928532385e-16,1.3263948613022785e-14,0.060684168518487895,6.684930387024224e-14,6.328271240363392e-15,2.942340859247383e-14,0.21507607524378025,6.203371150093062e-14,9.992007221626409e-15,1.942557651075313e-14,0.5143737801601553,6.096382079712193e-14,7.993605777301127e-15,1.0235176272084499e-14,0.7809934645779332,6.100252681467966e-14,4904,78464,4096,0.1007247979996464,0.02944991101139749,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,64,64,1e-14,32,32,0.5902659447827433,0.38896971758622384,100,50,9.578422870407763e-31,1.0000000000000004,0.0,0.0,4.2757833378583825e-14,6.212304904525938e-14,6.20048551265907e-14,8.049116928532385e-16,1.3263948613022785e-14,0.060684168518487895,6.684930387024224e-14,6.328271240363392e-15,2.942340859247383e-14,0.21507607524378025,6.203371150093062e-14,9.992007221626409e-15,1.942557651075313e-14,0.5143737801601553,6.096382079712193e-14,7.993605777301127e-15,1.0235176272084499e-14,0.7809934645779332,6.100252681467966e-14,4904,78464,4096,0.10551629699966725,0.03807358399262739,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,natural,natural,68,9,-1,untruncated,1e-14,32,32,0.5902659447827433,0.38896971758622384,100,50,9.578422870407763e-31,1.0000000000000004,0.0,0.0,4.2757833378583825e-14,6.212304904525938e-14,6.20048551265907e-14,8.049116928532385e-16,1.3263948613022785e-14,0.060684168518487895,6.684930387024224e-14,6.328271240363392e-15,2.942340859247383e-14,0.21507607524378025,6.203371150093062e-14,9.992007221626409e-15,1.942557651075313e-14,0.5143737801601553,6.096382079712193e-14,7.993605777301127e-15,1.0235176272084499e-14,0.7809934645779332,6.100252681467966e-14,4904,78464,4096,0.10477496600015002,0.02975096700083668,0.017719404000672512,118,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,bfs,graph_informed,44,5,4,4,1e-14,4,4,0.3412500924853623,0.25389294626775927,52,26,0.008990510560757224,0.9955090886936843,0.009217531370100063,0.0960079755546385,0.09611904365094333,0.11288040911802519,0.035388237326087174,8.112613051888123e-05,0.0013368582366612726,0.060684168518487895,0.00884176128112163,0.002476284738930551,0.011513529508680962,0.21507607524378025,0.013284499679379889,0.000633596906962075,0.0012317830562140987,0.5143737801601553,0.03710808565228055,0.005303731605812101,0.006791006386562222,0.7809934645779332,0.03478231494302626,296,4736,4096,0.04724491799970565,0.0036187849973430275,0.017719404000672512,70,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,bfs,graph_informed,44,5,8,8,1e-14,8,8,0.3697370773116501,0.28036558429249064,52,26,0.0005133764337909278,0.9997433228447392,0.0005470827565221548,0.023389800266829016,0.023391400169363627,0.016887685312080895,0.0073993391859118835,4.7750712704949794e-05,0.0007868726534565959,0.060684168518487895,0.0027205976089214184,0.0005828872717356937,0.002710144636380471,0.21507607524378025,0.004494794154232247,0.0007733868770352093,0.0015035503496978553,0.5143737801601553,0.005842529839308389,0.00019068094252561174,0.0002441517774142452,0.7809934645779332,0.0063893688892441465,936,14976,4096,0.036755953000465524,0.004188923999208782,0.017719404000672512,70,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,bfs,graph_informed,44,5,16,16,1e-14,16,16,0.3726396877272343,0.28270148019318503,52,26,6.13854823120196e-31,0.9999999999999998,-1.3322676295501878e-15,0.0,1.3189981017193939e-14,1.8009048428579482e-14,1.7890812370021675e-14,4.926614671774132e-16,8.118451306246705e-15,0.060684168518487895,1.6556200854722647e-14,1.8318679906315083e-15,8.517302487295057e-15,0.21507607524378025,1.5296791611163485e-14,2.220446049250313e-15,4.316794780167363e-15,0.5143737801601553,1.676458451227436e-14,2.3314683517128287e-15,2.9852597460246455e-15,0.7809934645779332,1.7036339786807853e-14,1192,19072,4096,0.023549718000140274,0.0046109719969535945,0.017719404000672512,70,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,bfs,graph_informed,44,5,32,32,1e-14,16,16,0.3726396877272343,0.28270148019318503,52,26,6.13854823120196e-31,0.9999999999999998,-1.3322676295501878e-15,0.0,1.3189981017193939e-14,1.8009048428579482e-14,1.7890812370021675e-14,4.926614671774132e-16,8.118451306246705e-15,0.060684168518487895,1.6556200854722647e-14,1.8318679906315083e-15,8.517302487295057e-15,0.21507607524378025,1.5296791611163485e-14,2.220446049250313e-15,4.316794780167363e-15,0.5143737801601553,1.676458451227436e-14,2.3314683517128287e-15,2.9852597460246455e-15,0.7809934645779332,1.7036339786807853e-14,1192,19072,4096,0.02544457199928729,0.004925195002215332,0.017719404000672512,70,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
quic_readout,full,True,reg3,12,18,1,23,bfs,graph_informed,44,5,64,64,1e-14,16,16,0.3726396877272343,0.28270148019318503,52,26,6.13854823120196e-31,0.9999999999999998,-1.3322676295501878e-15,0.0,1.3189981017193939e-14,1.8009048428579482e-14,1.7890812370021675e-14,4.926614671774132e-16,8.118451306246705e-15,0.060684168518487895,1.6556200854722647e-14,1.8318679906315083e-15,8.517302487295057e-15,0.21507607524378025,1.5296791611163485e-14,2.220446049250313e-15,4.316794780167363e-15,0.5143737801601553,1.676458451227436e-14,2.3314683517128287e-15,2.9852597460246455e-15,0.7809934645779332,1.7036339786807853e-14,1192,19072,4096,0.023677716999372933,0.0047566319999532425,0.017719404000672512,70,complete,standin-v1,cfb538f0d43ae488,stand-in,a250ae81afc363466076dd397784dfa7e178223a,f2b6f21f8cfddcca,1.0.0
